LE_WT	chr2L	 4793450	 4811949	domain2	chr2L	 4793450	 4811949	domain2	 10884	0.00003353872	324520402
LE_WT	chr2L	 6526650	 6557449	domain10	chr2L	 6526650	 6557449	domain10	 32840	0.00010119549	324520402
LE_WT	chr2L	 6683050	 6718349	domain13	chr2L	 6683050	 6718349	domain13	 39744	0.00012246996	324520402
LE_WT	chr2L	 5906950	 5944649	domain15	chr2L	 5906950	 5944649	domain15	 32716	0.00010081338	324520402
LE_WT	chr2L	 9567650	 9614649	domain26	chr2L	 9567650	 9614649	domain26	 55628	0.00017141603	324520402
LE_WT	chr2L	  488650	  542149	domain34	chr2L	  488650	  542149	domain34	 54882	0.00016911726	324520402
LE_WT	chr2L	 6796850	 6852049	domain37	chr2L	 6796850	 6852049	domain37	 48778	0.00015030796	324520402
LE_WT	chr2L	19053850	19133849	domain48	chr2L	19053850	19133849	domain48	103772	0.00031977034	324520402
LE_WT	chr2L	18858950	18943949	domain55	chr2L	18858950	18943949	domain55	 93138	0.00028700199	324520402
LE_WT	chr2L	 1884550	 1973149	domain62	chr2L	 1884550	 1973149	domain62	 82614	0.00025457259	324520402
LE_WT	chr2L	11998850	12094749	domain64	chr2L	11998850	12094749	domain64	106694	0.00032877440	324520402
LE_WT	chr2L	 3530350	 3632749	domain69	chr2L	 3530350	 3632749	domain69	206654	0.00063679818	324520402
LE_WT	chr2L	16357350	16487149	dac	chr2L	16357350	16487149	dac	175560	0.00054098294	324520402
LE_WT	chr2L	18707150	18839549	domain87	chr2L	18707150	18839549	domain87	228824	0.00070511437	324520402
LE_WT	chr2L	 3657550	 3812649	domain95	chr2L	 3657550	 3812649	domain95	211026	0.00065027036	324520402
LE_WT	chr2L	20759250	20923049	domain98	chr2L	20759250	20923049	domain98	193000	0.00059472378	324520402
LE_WT	chr2L	12548250	12720549	domain102	chr2L	12548250	12720549	domain102	269530	0.00083054871	324520402
LE_WT	chr2L	 7258450	 7435549	domain105	chr2L	 7258450	 7435549	domain105	308834	0.00095166282	324520402
LE_WT	chr2L	 5325150	 5516149	domain109	chr2L	 5325150	 5516149	domain109	333864	0.00102879202	324520402
LE_WT	chr2L	 2375950	 2567449	domain110	chr2L	 2375950	 2567449	domain110	294790	0.00090838665	324520402
LE_WT	chr2L	19189450	19396849	domain115	chr2L	19189450	19396849	domain115	312362	0.00096253424	324520402
LE_WT	chr2L	15272550	15499549	domain121	chr2L	15272550	15499549	domain121	544600	0.00167816876	324520402
LE_WT	chr2L	11269150	11517149	domain124	chr2L	11269150	11517149	domain124	543216	0.00167390400	324520402
LE_WT	chr2L	  542150	  809749	domain126	chr2L	  542150	  809749	domain126	574628	0.00177069915	324520402
LE_WT	chr2L	 8741550	 9122049	domain131	chr2L	 8741550	 9122049	domain131	694762	0.00214088851	324520402
larvae_DWT	chr2L	 4793450	 4811949	domain2	chr2L	 4793450	 4811949	domain2	  9872	0.0000400626	246414366
larvae_DWT	chr2L	 6526650	 6557449	domain10	chr2L	 6526650	 6557449	domain10	 26960	0.0001094092	246414366
larvae_DWT	chr2L	 6683050	 6718349	domain13	chr2L	 6683050	 6718349	domain13	 35954	0.0001459087	246414366
larvae_DWT	chr2L	 5906950	 5944649	domain15	chr2L	 5906950	 5944649	domain15	 25446	0.0001032651	246414366
larvae_DWT	chr2L	 9567650	 9614649	domain26	chr2L	 9567650	 9614649	domain26	 57806	0.0002345886	246414366
larvae_DWT	chr2L	  488650	  542149	domain34	chr2L	  488650	  542149	domain34	 53130	0.0002156124	246414366
larvae_DWT	chr2L	 6796850	 6852049	domain37	chr2L	 6796850	 6852049	domain37	 36224	0.0001470044	246414366
larvae_DWT	chr2L	19053850	19133849	domain48	chr2L	19053850	19133849	domain48	 98032	0.0003978339	246414366
